57637	355001	Corghi	BP 1000	Prova freni	OMNISERVICE S.r.l.	Bongiovanni	PEDROTTI SRL	Trento (TN)	27/05/2014 16:01	38931
58502	727091	Seltec	RPM 8500 PRO	Contagiri	OMNISERVICE S.r.l.	Franchin	SEVERINO CARRI S.A.S.	Varese (VA)	16/06/2014 11:25	38947
60185	810004	Corghi	PT 400	Prova giochi	OMNISERVICE S.r.l.	Vicidomini	AUTONIGUARDA S.N.C.	Milano (MI)	23/07/2014 11:09	38840
63599	903002	Seltec	RPM 8500 PRO	Contagiri	OMNISERVICE S.r.l.	Franchin	AUTOFFICINA CHINOTTO	Milano (MI)	16/10/2014 15:10	43904
59951	903004	Seltec	RPM 8500 PRO	Contagiri	OMNISERVICE S.r.l.	Vicidomini	AUTOSILANO	Milano (MI)	16/07/2014 15:11	38833
60133	930068	Seltec	RPM 8500 PRO	Contagiri	OMNISERVICE S.r.l.	Franchin	S.R. MOTORS S.R.L.	Milano (MI)	22/07/2014 12:16	38972
61659	931071	Seltec	RPM 8500 PRO	Contagiri	OMNISERVICE S.r.l.	Bongiovanni	SERGIO NON SOLO GOMME S.N.C.	Milano (MI)	17/09/2014 11:35	38976
51933	970024	01 dB Italia	Sip 95 SB	Fonometro+Calibratore	OMNISERVICE S.r.l.	Franchin	AUTOFFICINA R.R RAMPA RINO	Monza e Brianza (MB)	17/02/2014 09:28	35893
58333	970034	01 dB Italia	Sip 95 SB	Fonometro	OMNISERVICE S.r.l.	Bongiovanni	CONSORZIO CENTRO REVISIONE BRIANZA	Monza e Brianza (MB)	11/06/2014 10:10	39091
66551	970093	Spin	D/F	Prova fari	OMNISERVICE S.r.l.	Franchin	BONALUMI GOMME S.R.L	Bergamo (BG)	15/12/2014 12:17	43873
49066	980068	Spin	D/F	Prova fari	OMNISERVICE S.r.l.	Rulli	GRAF DI ARIOLDI GIACOMO E C. SAS	Bergamo (BG)	08/01/2014 17:41	35706
51451	990142	01 dB Italia	Sip 95 SB	Fonometro	OMNISERVICE S.r.l.	Vicidomini	OFFICINA CENTRO REVISIONI SCARICABAROZZI MARIO & C. SNC	Pavia (PV)	10/02/2014 11:36	35772
65701	990235	01 dB Italia	Sip 95 SB	Fonometro+Calibratore	OMNISERVICE S.r.l.	Bongiovanni	CENTRO VEICOLI GATTI	Milano (MI)	24/11/2014 10:09	43806
66194	1002907	Gamar	DIGIT 200	Prova fari	OMNISERVICE S.r.l.	Franchin	PADANA SRL	Lodi (LO)	04/12/2014 15:56	43892
53475	1100643	Vamag	CTG 2010	Contagiri	OMNISERVICE S.r.l.	Franchin	MELZO MOTOR SERVICE SAS	Milano (MI)	07/03/2014 15:14	35823
49906	1100648	Vamag	CTG 2010	Contagiri	OMNISERVICE S.r.l.	Bongiovanni	CENTRO AUTO RESCONI	Milano (MI)	20/01/2014 15:48	35871
53856	1100671	Vamag	CTG 2010	Contagiri	OMNISERVICE S.r.l.	Rulli	OFF-CAR SNC	Bergamo (BG)	13/03/2014 12:03	39008
52415	1100686	Vamag	CTG 2010	Contagiri	OMNISERVICE S.r.l.	Franchin	AUTO OFFICINA LANDINI GIORDANO S.N.C.	Milano (MI)	21/02/2014 11:05	35804
66100	1110051	Corghi	PT 400	Prova giochi	OMNISERVICE S.r.l.	Bongiovanni	TERRENI ELSAUTO S.P.A.	Milano (MI)	02/12/2014 16:30	43825
61141	1209158	Rotary Lift	PG 40	Prova giochi	OMNISERVICE S.r.l.	Rulli	SINELLI E FIGLIO & C. SNC	Cremona (CR)	05/09/2014 15:59	43936
55532	1301028	Rotary Lift	PG 40	Prova giochi	OMNISERVICE S.r.l.	Franchin	AUTOFFICINA F.LLI CORTI S.N.C.	Como (CO)	14/04/2014 09:29	39044
62197	1909079	Bruel & Kjaer	2232-EH4022	Fonometro	OMNISERVICE S.r.l.	Vicidomini	SERVICE DIESEL S.R.L.	Brescia (BS)	25/09/2014 13:53	43683
56152	2001171	Bruel & Kjaer	2237 EH	Fonometro+Calibratore	OMNISERVICE S.r.l.	Franchin	TONNI AUTOMOBILI SRL	Brescia (BS)	28/04/2014 15:10	39060
68653	2001208	Bruel & Kjaer	2237 EH	Fonometro	BIZETA S.r.l.	Baiguera	GIACOMO PARIETTI SRL	Piacenza (PC)	23/02/2015 09:55	44785
72311	2001208	Bruel & Kjaer	2237 EH	Fonometro+Calibratore	BIZETA S.r.l.	Foccoli	GIACOMO PARIETTI SRL	Piacenza (PC)	20/05/2015 15:21	50655
55779	2001350	Bruel & Kjaer	2237 EH	Fonometro+Calibratore	OMNISERVICE S.r.l.	Vicidomini	EUROCAR SNC	Milano (MI)	17/04/2014 14:46	35861
62148	2001483	Bruel & Kjaer	2237 EH	Fonometro+Calibratore	OMNISERVICE S.r.l.	Vicidomini	ELETTRAUTO BONATTI UGO	Brescia (BS)	25/09/2014 10:44	43681
52920	2022042	Bruel & Kjaer	2232-EH4022	Fonometro	OMNISERVICE S.r.l.	Vicidomini	CENTRO REVISIONE MAGNETI MARELLI DI MORTARA	Pavia (PV)	27/02/2014 17:59	35834
66627	2022046	Bruel & Kjaer	2232-EH4022	Fonometro	OMNISERVICE S.r.l.	Rulli	CENTRO REVISIONE LE GRIGNE	Lecco (LC)	16/12/2014 10:19	43874
60011	2050666	Bruel & Kjaer	2232-EH4022	Fonometro	OMNISERVICE S.r.l.	Vicidomini	ORCEAN ELETTROCAR S.R.L.	Brescia (BS)	18/07/2014 11:40	38837
50585	2055558	Bruel & Kjaer	2232-EH4022	Fonometro	OMNISERVICE S.r.l.	Franchin	AGENZIA PIPPO	Milano (MI)	28/01/2014 11:45	35727
64962	2055558	Bruel & Kjaer	2232-EH4022	Fonometro	OMNISERVICE S.r.l.	Rulli	AGENZIA PIPPO	Milano (MI)	03/11/2014 15:55	43791
54737	2055649	Bruel & Kjaer	2232-EH4022	Fonometro+Calibratore	OMNISERVICE S.r.l.	Franchin	AUTOFFICINA MONTEVECCHIA S.R.L.	Lecco (LC)	26/03/2014 15:11	39024
49454	2089611	Bruel & Kjaer	2232-EH4022	Fonometro+Calibratore	OMNISERVICE S.r.l.	Bongiovanni	NUOVA CSC S.N.C.	Como (CO)	15/01/2014 09:38	35688
65747	2089615	Bruel & Kjaer	2232-EH4022	Fonometro+Calibratore	OMNISERVICE S.r.l.	Franchin	O.R.A.P.	Lecco (LC)	25/11/2014 08:18	43809
62506	2089794	Bruel & Kjaer	2232-EH4022	Fonometro+Calibratore	OMNISERVICE S.r.l.	Franchin	AUTOFFICINA MIRABELLO S.N.C	Como (CO)	01/10/2014 09:42	43660
49064	2116441	Bruel & Kjaer	2232-EH4022	Fonometro	OMNISERVICE S.r.l.	Rulli	GRAF DI ARIOLDI GIACOMO E C. SAS	Bergamo (BG)	08/01/2014 17:24	35704
54060	2116502	Bruel & Kjaer	2232-EH4022	Fonometro	OMNISERVICE S.r.l.	Franchin	REVI CAR SERVICE SRL	Milano (MI)	17/03/2014 14:07	39013
54672	2116802	Bruel & Kjaer	2232-EH4022	Fonometro	OMNISERVICE S.r.l.	Vicidomini	OFFICINA AUTORIZZATA RENAULT TAFFURELLI BENITO	Mantova (MN)	26/03/2014 08:53	35839
